,column_name,percent_available
151 MHz (VLBI),151 MHz (VLBI),0.20979020979021357
[Fe X] 6374 Subaru,[Fe X] 6374 Subaru,0.20979020979021357
7.9 microns Spitzer,7.9 microns Spitzer,0.20979020979021357
3 mm (IRAM 30m),3 mm (IRAM 30m),0.20979020979021357
20 GHz (ATCA),20 GHz (ATCA),0.20979020979021357
22 GHz (ATCA),22 GHz (ATCA),0.20979020979021357
200 microns (ISO),200 microns (ISO),0.20979020979021357
0.3-2 keV (XMM),0.3-2 keV (XMM),0.20979020979021357
16.1 GHz (AMI),16.1 GHz (AMI),0.20979020979021357
10.8 microns MIRLIN,10.8 microns MIRLIN,0.20979020979021357
90 GHz,90 GHz,0.20979020979021357
Y (VISTA),Y (VISTA),0.20979020979021357
I (HST),I (HST),0.20979020979021357
22 MHz (DRAO),22 MHz (DRAO),0.20979020979021357
3320 A (OAO),3320 A (OAO),0.20979020979021357
7.4 microns (IRS),7.4 microns (IRS),0.20979020979021357
2460 A (OAO),2460 A (OAO),0.20979020979021357
843 MHz (SUMSS),843 MHz (SUMSS),0.20979020979021357
7.6 microns (IRS),7.6 microns (IRS),0.20979020979021357
43 GHz (KVN),43 GHz (KVN),0.20979020979021357
6800A,6800A,0.20979020979021357
5.5 microns (IRS),5.5 microns (IRS),0.20979020979021357
LW2 (ISOCAM),LW2 (ISOCAM),0.20979020979021357
I' (Cousins),I' (Cousins),0.20979020979021357
635 MHz,635 MHz,0.20979020979021357
14.7 microns (IRS),14.7 microns (IRS),0.20979020979021357
170 microns (ISO),170 microns (ISO),0.20979020979021357
100-150 keV INTEGRAL,100-150 keV INTEGRAL,0.2447552447552397
Fe II line (VLT),Fe II line (VLT),0.2447552447552397
[Ne V] 3346,[Ne V] 3346,0.2447552447552397
7.8 microns (IRS),7.8 microns (IRS),0.2447552447552397
B (ESO-MPI),B (ESO-MPI),0.2447552447552397
H (APO),H (APO),0.2447552447552397
5009 MHz,5009 MHz,0.2447552447552397
Ly{alpha} (VLT),Ly{alpha} (VLT),0.2447552447552397
[N III] 57.32 (PACS),[N III] 57.32 (PACS),0.2447552447552397
94 GHz (WMAP),94 GHz (WMAP),0.2447552447552397
4250 A (OAO),4250 A (OAO),0.2447552447552397
12.6 microns (IRS),12.6 microns (IRS),0.2447552447552397
31400 MHz,31400 MHz,0.2447552447552397
230 GHz,230 GHz,0.2447552447552397
4775 MHz (NRAO),4775 MHz (NRAO),0.2447552447552397
8.3 microns (IRS),8.3 microns (IRS),0.2447552447552397
0.1-100 GeV (Fermi),0.1-100 GeV (Fermi),0.2447552447552397
870 microns (LABOCA),870 microns (LABOCA),0.2447552447552397
1379 MHz,1379 MHz,0.2447552447552397
26.3 MHz,26.3 MHz,0.2447552447552397
10 microns (IRS),10 microns (IRS),0.2447552447552397
J2 (NEWFIRM) AB,J2 (NEWFIRM) AB,0.27972027972028
B (ESO),B (ESO),0.27972027972028
450 microns (SCUBA),450 microns (SCUBA),0.27972027972028
38 MHz,38 MHz,0.27972027972028
4 MHz (VLSSr),4 MHz (VLSSr),0.27972027972028
41 GHz (WMAP),41 GHz (WMAP),0.27972027972028
H1 (NEWFIRM) AB,H1 (NEWFIRM) AB,0.27972027972028
J (CAHA) AB,J (CAHA) AB,0.27972027972028
4830 MHz (NRAO),4830 MHz (NRAO),0.27972027972028
2380 MHz,2380 MHz,0.27972027972028
H2 (NEWFIRM) AB,H2 (NEWFIRM) AB,0.27972027972028
1300 microns,1300 microns,0.27972027972028
H (KPNO),H (KPNO),0.27972027972028
20-100 keV INTEGRAL,20-100 keV INTEGRAL,0.27972027972028
20 microns (Spitzer),20 microns (Spitzer),0.27972027972028
J (KPNO),J (KPNO),0.27972027972028
23 GHz (WMAP),23 GHz (WMAP),0.27972027972028
C IV line (VLT),C IV line (VLT),0.27972027972028
L (Johnson),L (Johnson),0.27972027972028
33 GHz (VSA),33 GHz (VSA),0.27972027972028
N,N,0.27972027972028
1 keV (Einstein),1 keV (Einstein),0.31468531468532035
[Ne V] 3426 (SSO),[Ne V] 3426 (SSO),0.31468531468532035
11.2 microns (IRS),11.2 microns (IRS),0.31468531468532035
[Si II] 34.82 (IRS),[Si II] 34.82 (IRS),0.31468531468532035
3.5 microns,3.5 microns,0.31468531468532035
151 MHz (6C),151 MHz (6C),0.31468531468532035
80 MHz,80 MHz,0.31468531468532035
1425 MHz (VLA),1425 MHz (VLA),0.31468531468532035
61 GHz (WMAP),61 GHz (WMAP),0.31468531468532035
F105W (HST),F105W (HST),0.31468531468532035
SIV (VLT),SIV (VLT),0.31468531468532035
160 MHz,160 MHz,0.31468531468532035
g' (INT),g' (INT),0.31468531468532035
[Fe II] 25.9 (IRS),[Fe II] 25.9 (IRS),0.31468531468532035
[O I] 63.18 (PACS),[O I] 63.18 (PACS),0.31468531468532035
[O I] 145.52 (PACS),[O I] 145.52 (PACS),0.31468531468532035
[Si II] 34.28,[Si II] 34.28,0.31468531468532035
[O III] 88.36 (PACS),[O III] 88.36 (PACS),0.31468531468532035
J (OAN-SPM),J (OAN-SPM),0.31468531468532035
3000 A,3000 A,0.31468531468532035
I (Johnson),I (Johnson),0.34965034965034647
[N II] 121.90 (PACS),[N II] 121.90 (PACS),0.34965034965034647
G (Gaia),G (Gaia),0.34965034965034647
U (HST/WFPC2) AB,U (HST/WFPC2) AB,0.34965034965034647
8 microns IRAC AB,8 microns IRAC AB,0.34965034965034647
0.2-4 keV (EINSTEIN),0.2-4 keV (EINSTEIN),0.34965034965034647
[S III] 33.5 Spitzer,[S III] 33.5 Spitzer,0.34965034965034647
I (CTIO) AB,I (CTIO) AB,0.34965034965034647
u' (MMT) AB,u' (MMT) AB,0.34965034965034647
2.3 GHz (RATAN),2.3 GHz (RATAN),0.34965034965034647
u* (CFHTLS) AB,u* (CFHTLS) AB,0.34965034965034647
g' (CFHTLS) AB,g' (CFHTLS) AB,0.34965034965034647
[O III] 4959 (SSO),[O III] 4959 (SSO),0.34965034965034647
14900 MHz,14900 MHz,0.34965034965034647
325 MHz (GMRT),325 MHz (GMRT),0.3846153846153868
G AB,G AB,0.3846153846153868
UVW2 (XMM-OM) AB,UVW2 (XMM-OM) AB,0.3846153846153868
r (SWIRE) AB,r (SWIRE) AB,0.3846153846153868
4900 MHz,4900 MHz,0.3846153846153868
Mg II line (VLT),Mg II line (VLT),0.3846153846153868
17-60 keV (INTEGRAL),17-60 keV (INTEGRAL),0.3846153846153868
H{alpha}+[NII],H{alpha}+[NII],0.3846153846153868
z' (MMT) AB,z' (MMT) AB,0.3846153846153868
30 microns (Spitzer),30 microns (Spitzer),0.3846153846153868
B (UH:2.2m) AB,B (UH:2.2m) AB,0.4195804195804129
B_W (KPNO/MOSAIC),B_W (KPNO/MOSAIC),0.4195804195804129
V (XMM-OM) AB,V (XMM-OM) AB,0.4195804195804129
V_606_ (HST),V_606_ (HST),0.4195804195804129
1913A (IUE),1913A (IUE),0.4195804195804129
[C I] 0.982 (WHT),[C I] 0.982 (WHT),0.4195804195804129
22 GHz (KVN),22 GHz (KVN),0.4195804195804129
17.0 microns (IRS),17.0 microns (IRS),0.4195804195804129
7850A,7850A,0.4195804195804129
10-20 keV (MAXI),10-20 keV (MAXI),0.4195804195804129
[C II] 157.74 (PACS),[C II] 157.74 (PACS),0.4195804195804129
H (ESO/SPM),H (ESO/SPM),0.4195804195804129
10.7 GHz (NRAO),10.7 GHz (NRAO),0.4195804195804129
H_2_ (1-0) S(1) line,H_2_ (1-0) S(1) line,0.45454545454545325
[Fe II] 1.257 line,[Fe II] 1.257 line,0.45454545454545325
5100 A,5100 A,0.45454545454545325
R (Johnson),R (Johnson),0.45454545454545325
8.6 microns (IRS),8.6 microns (IRS),0.45454545454545325
[S IV] 10.5 (IRS),[S IV] 10.5 (IRS),0.45454545454545325
R Johnson (FLWO),R Johnson (FLWO),0.45454545454545325
Z (UKIRT),Z (UKIRT),0.45454545454545325
J (ESO/SPM),J (ESO/SPM),0.45454545454545325
[S III] 18.71 (IRS),[S III] 18.71 (IRS),0.45454545454545325
G (CTIO),G (CTIO),0.4895104895104936
J (VISTA),J (VISTA),0.4895104895104936
70 microns (PACS),70 microns (PACS),0.4895104895104936
178 MHz,178 MHz,0.4895104895104936
I (Kitt Peak),I (Kitt Peak),0.4895104895104936
[Ne V] 24.32 (IRS),[Ne V] 24.32 (IRS),0.4895104895104936
B (Swift/UVOT),B (Swift/UVOT),0.4895104895104936
Photographic IIIa-J,Photographic IIIa-J,0.4895104895104936
150 MHz (LOFAR),150 MHz (LOFAR),0.5244755244755197
F814W (HST/WFPC2),F814W (HST/WFPC2),0.5244755244755197
I (VLT/VIMOS) AB,I (VLT/VIMOS) AB,0.5244755244755197
0.3-10 keV (Swift),0.3-10 keV (Swift),0.5244755244755197
2-4.5 keV (XMM),2-4.5 keV (XMM),0.5244755244755197
r (SDSS),r (SDSS),0.5244755244755197
2200 A,2200 A,0.5244755244755197
15 GHz (OVRO),15 GHz (OVRO),0.5244755244755197
I (MAGNUM),I (MAGNUM),0.55944055944056
750 MHz,750 MHz,0.55944055944056
z (DECam) AB,z (DECam) AB,0.55944055944056
0.2-0.5 keV (XMM),0.2-0.5 keV (XMM),0.55944055944056
3571A,3571A,0.55944055944056
O I + He I 0.962 WHT,O I + He I 0.962 WHT,0.55944055944056
Y (DECam) AB,Y (DECam) AB,0.55944055944056
90 microns (AKARI),90 microns (AKARI),0.55944055944056
B (XMM-OM) AB,B (XMM-OM) AB,0.55944055944056
r' (INT),r' (INT),0.5944055944056004
He II 4686 (SSO),He II 4686 (SSO),0.5944055944056004
3-4 keV (MAXI),3-4 keV (MAXI),0.5944055944056004
15-55 keV (Swift),15-55 keV (Swift),0.5944055944056004
C IV 1549 (HST),C IV 1549 (HST),0.5944055944056004
14-150 keV (Swift),14-150 keV (Swift),0.5944055944056004
15 microns (Spitzer),15 microns (Spitzer),0.5944055944056004
NB392 (INT) AB,NB392 (INT) AB,0.5944055944056004
H{delta} (Bok),H{delta} (Bok),0.5944055944056004
[Ne III] 3968,[Ne III] 3968,0.5944055944056004
u* (CFHT),u* (CFHT),0.6293706293706265
4-10 keV (MAXI),4-10 keV (MAXI),0.6293706293706265
[N II] 6548 (SSO),[N II] 6548 (SSO),0.6293706293706265
V (WIYN),V (WIYN),0.6293706293706265
[Ne II] 12.8 (IRS),[Ne II] 12.8 (IRS),0.6293706293706265
[Ne III] 3869 (SSO),[Ne III] 3869 (SSO),0.6293706293706265
i (SDSS) AB,i (SDSS) AB,0.6293706293706265
[Ne III] 15.5 (IRS),[Ne III] 15.5 (IRS),0.6293706293706265
6 microns (ISO),6 microns (ISO),0.6293706293706265
U (XMM-OM) AB,U (XMM-OM) AB,0.6643356643356668
7.7 microns (IRS),7.7 microns (IRS),0.6643356643356668
[Ne V] 14.3 (IRS),[Ne V] 14.3 (IRS),0.6643356643356668
F160W (HST) AB,F160W (HST) AB,0.6643356643356668
i (Pan-STARRS1) AB,i (Pan-STARRS1) AB,0.6643356643356668
[O IV] 25.89 (IRS),[O IV] 25.89 (IRS),0.6643356643356668
5 GHz (VLA),5 GHz (VLA),0.6643356643356668
F_J (total),F_J (total),0.6643356643356668
r (DECam) AB,r (DECam) AB,0.6643356643356668
V (KPNO),V (KPNO),0.6993006993006929
[Fe II] 4570 (SDSS),[Fe II] 4570 (SDSS),0.6993006993006929
F160W (HST),F160W (HST),0.6993006993006929
F_K (total),F_K (total),0.6993006993006929
1410 MHz,1410 MHz,0.7342657342657333
0.3-2.5 keV Chandra,0.3-2.5 keV Chandra,0.7342657342657333
H{gamma} (Bok),H{gamma} (Bok),0.7342657342657333
4.8 GHz (ATCA),4.8 GHz (ATCA),0.7342657342657333
PAH 6.2 (Spitzer),PAH 6.2 (Spitzer),0.7342657342657333
[Fe II] 17.9 (IRS),[Fe II] 17.9 (IRS),0.7342657342657333
UVM1 (XMM-OM) AB,UVM1 (XMM-OM) AB,0.7342657342657333
HK' (UH) AB,HK' (UH) AB,0.8041958041957997
R (MDM),R (MDM),0.8041958041957997
[S II] 6731 (Bok),[S II] 6731 (Bok),0.83916083916084
2700 MHz,2700 MHz,0.83916083916084
11.3 microns (IRS),11.3 microns (IRS),0.83916083916084
Fe II (Magellan),Fe II (Magellan),0.83916083916084
V (Mt. Lemmon),V (Mt. Lemmon),0.83916083916084
H_2_ (1-0) S(0) line,H_2_ (1-0) S(0) line,0.83916083916084
[S III] 0.907 (WHT),[S III] 0.907 (WHT),0.8741258741258804
16 microns (Spitzer),16 microns (Spitzer),0.8741258741258804
U (WIYN),U (WIYN),0.8741258741258804
i' (INT),i' (INT),0.8741258741258804
U (ESO),U (ESO),0.9090909090909065
[S II] 6716 (Bok),[S II] 6716 (Bok),0.9090909090909065
K_s (VISTA),K_s (VISTA),0.9090909090909065
74 MHz (VLA),74 MHz (VLA),0.9090909090909065
HI (21 cm line),HI (21 cm line),0.9440559440559468
0.4-2 keV (XMM),0.4-2 keV (XMM),0.9440559440559468
365 MHz,365 MHz,0.979020979020973
6540A,6540A,0.979020979020973
8.4 GHz (VLA),8.4 GHz (VLA),0.979020979020973
0.4-8 keV (Chandra),0.4-8 keV (Chandra),0.979020979020973
B (KPNO),B (KPNO),0.979020979020973
408 MHz,408 MHz,0.979020979020973
850 microns (SCUBA),850 microns (SCUBA),1.0489510489510536
160 microns (MIPS),160 microns (MIPS),1.0839160839160797
1.5 GHz (VLA),1.5 GHz (VLA),1.11888111888112
I (HST) AB,I (HST) AB,1.11888111888112
UVM2 (XMM-OM) AB,UVM2 (XMM-OM) AB,1.11888111888112
B (Harris),B (Harris),1.1538461538461604
5000 MHz,5000 MHz,1.1888111888111865
F435W (HST/ACS) AB,F435W (HST/ACS) AB,1.2237762237762269
15-150 keV (Swift),15-150 keV (Swift),1.258741258741253
40-100 keV INTEGRAL,40-100 keV INTEGRAL,1.2937062937062933
r (Pan-STARRS1) AB,r (Pan-STARRS1) AB,1.2937062937062933
20-40 keV (INTEGRAL),20-40 keV (INTEGRAL),1.3286713286713336
0.7-2 keV (ASCA),0.7-2 keV (ASCA),1.3286713286713336
0.7-7 keV (ASCA),0.7-7 keV (ASCA),1.3286713286713336
F606W (HST),F606W (HST),1.3286713286713336
[O II] 3727 (Bok),[O II] 3727 (Bok),1.3636363636363598
2500 A,2500 A,1.3636363636363598
16 microns (IRS),16 microns (IRS),1.3986013986014
500 microns (SPIRE),500 microns (SPIRE),1.3986013986014
2 keV (Chandra),2 keV (Chandra),1.3986013986014
I (Gunn),I (Gunn),1.4335664335664404
14-195 keV (Swift),14-195 keV (Swift),1.4335664335664404
100 microns (PACS),100 microns (PACS),1.4685314685314665
U_n AB,U_n AB,1.4685314685314665
R (VLT),R (VLT),1.5034965034965069
100 microns (IRAS),100 microns (IRAS),1.5034965034965069
25 microns (Spitzer),25 microns (Spitzer),1.5034965034965069
0.2-4.5 keV (XMM),0.2-4.5 keV (XMM),1.538461538461533
u (2QZ SGP),u (2QZ SGP),1.538461538461533
60 microns (IRAS),60 microns (IRAS),1.538461538461533
Y (UKIDSS),Y (UKIDSS),1.5734265734265733
I Cousins (du Pont),I Cousins (du Pont),1.6083916083916137
V (ESO),V (ESO),1.6083916083916137
816 nm,816 nm,1.6433566433566398
U (Loiano),U (Loiano),1.6433566433566398
103a-O (POSS-I O),103a-O (POSS-I O),1.6433566433566398
160 microns (PACS),160 microns (PACS),1.67832167832168
572 nm,572 nm,1.67832167832168
0.5-4.5 keV (XMM),0.5-4.5 keV (XMM),1.67832167832168
[N II] 6584 (Bok),[N II] 6584 (Bok),1.7132867132867062
4.85 GHz,4.85 GHz,1.7482517482517466
350 microns (SPIRE),350 microns (SPIRE),1.818181818181813
FUV_max (GALEX),FUV_max (GALEX),1.9230769230769198
250 microns (SPIRE),250 microns (SPIRE),1.9230769230769198
g' (CTIO),g' (CTIO),1.9230769230769198
H (UKIDSS),H (UKIDSS),1.9580419580419601
F606W (HST) AB,F606W (HST) AB,2.1328671328671334
U,U,2.23776223776224
z (SDSS) AB,z (SDSS) AB,2.23776223776224
I_c (ESO),I_c (ESO),2.2727272727272663
FUV (GALEX),FUV (GALEX),2.342657342657347
H{alpha} (Bok),H{alpha} (Bok),2.342657342657347
K (UKIDSS),K (UKIDSS),2.377622377622373
b_J,b_J,2.48251748251748
3.4 microns (WISE),3.4 microns (WISE),2.51748251748252
F850LP (HST) AB,F850LP (HST) AB,2.5874125874125866
4.6 microns (WISE),4.6 microns (WISE),2.6923076923076934
0.2-2 keV (ROSAT),0.2-2 keV (ROSAT),2.76223776223776
R_c (ESO-MPI),R_c (ESO-MPI),2.8321678321678263
519 nm,519 nm,2.902097902097907
857 nm,857 nm,2.937062937062933
462 nm,462 nm,2.937062937062933
605 nm,605 nm,2.937062937062933
696 nm,696 nm,2.937062937062933
914 nm,914 nm,2.937062937062933
418 nm,418 nm,2.937062937062933
R (total),R (total),2.937062937062933
V (HST/WFPC2),V (HST/WFPC2),3.0069930069930138
3 GHz (VLA),3 GHz (VLA),3.1118881118881063
k (BATC),k (BATC),3.181818181818187
NUV (GALEX),NUV (GALEX),3.496503496503493
2.0-4.0 keV Chandra,2.0-4.0 keV Chandra,3.5314685314685335
12 microns (ISOCAM),12 microns (ISOCAM),3.6713286713286664
[O III] line,[O III] line,3.8111888111888135
0.5-1 keV (Chandra),0.5-1 keV (Chandra),4.020979020979027
V,V,4.12587412587412
V (Harris),V (Harris),4.1958041958042
70 microns,70 microns,4.265734265734267
I (WIYN),I (WIYN),4.68531468531468
1700 A (SDSS),1700 A (SDSS),4.68531468531468
103a-E (POSS-I E),103a-E (POSS-I E),4.75524475524476
2-7 keV (Chandra),2-7 keV (Chandra),5.27972027972028
K_s_14arcsec (2MASS),K_s_14arcsec (2MASS),5.8041958041958
0.5-7 keV (Chandra),0.5-7 keV (Chandra),5.87412587412588
1.4GHz,1.4GHz,6.538461538461533
5-10 keV (XMM),5-10 keV (XMM),6.888111888111894
B (VLT) (Johnson),B (VLT) (Johnson),7.377622377622373
i (HST/F775W) AB,i (HST/F775W) AB,7.7972027972028
H,H,8.251748251748253
0.5-10 keV (ASCA),0.5-10 keV (ASCA),8.671328671328666
r (2QZ SGP),r (2QZ SGP),9.230769230769226
0.5-10 keV (XMM),0.5-10 keV (XMM),9.230769230769226
J,J,9.930069930069934
0.5-8 keV (Chandra),0.5-8 keV (Chandra),15.384615384615387
2-10 keV (XMM),2-10 keV (XMM),17.377622377622373
FUV (GALEX) AB,FUV (GALEX) AB,17.7972027972028
NUV (GALEX) AB,NUV (GALEX) AB,18.04195804195804
0.5-2 keV (Chandra),0.5-2 keV (Chandra),21.748251748251747
u (SDSS PSF) AB,u (SDSS PSF) AB,22.307692307692307
z (SDSS PSF) AB,z (SDSS PSF) AB,22.342657342657347
r (SDSS PSF) AB,r (SDSS PSF) AB,22.51748251748252
i (SDSS PSF) AB,i (SDSS PSF) AB,23.35664335664336
g (SDSS PSF) AB,g (SDSS PSF) AB,25.909090909090907
1-2 keV (Chandra),1-2 keV (Chandra),34.09090909090909
W3 (WISE),W3 (WISE),36.57342657342657
W1 (WISE),W1 (WISE),36.60839160839161
W4 (WISE),W4 (WISE),36.64335664335665
W2 (WISE),W2 (WISE),36.71328671328671
8.0 microns (IRAC),8.0 microns (IRAC),46.74825174825175
24 microns (MIPS),24 microns (MIPS),47.02797202797203
3.6 microns (IRAC),3.6 microns (IRAC),48.39160839160839
5.8 microns (IRAC),5.8 microns (IRAC),48.49650349650349
4.5 microns (IRAC),4.5 microns (IRAC),50.17482517482517
J (2MASS/CTIO),J (2MASS/CTIO),56.85314685314685
H (2MASS/CTIO),H (2MASS/CTIO),56.85314685314685
K_s (2MASS/CTIO),K_s (2MASS/CTIO),59.54545454545455
var_inter_hard_prob_hs,var_inter_hard_prob_hs,71.3986013986014
var_inter_hard_sigma_hm,var_inter_hard_sigma_hm,71.8881118881119
var_inter_hard_prob_ms,var_inter_hard_prob_ms,72.16783216783216
var_inter_hard_prob_hm,var_inter_hard_prob_hm,72.48251748251748
var_inter_prob_b,var_inter_prob_b,74.02097902097901
var_inter_sigma_b,var_inter_sigma_b,74.02097902097901
var_inter_index_b,var_inter_index_b,74.02097902097901
0.3-8 keV (Chandra),0.3-8 keV (Chandra),79.8951048951049
2-7 keV Chandra,2-7 keV Chandra,82.83216783216784
hard_ms,hard_ms,90.8041958041958
hard_hs,hard_hs,91.25874125874125
hard_hm,hard_hm,91.5034965034965
1.2-2 keV Chandra,1.2-2 keV Chandra,94.75524475524476
ks_intra_prob_b,ks_intra_prob_b,95.13986013986013
var_intra_index_b,var_intra_index_b,95.13986013986013
kp_intra_prob_b,kp_intra_prob_b,95.13986013986013
var_intra_prob_b,var_intra_prob_b,95.13986013986013
0.5-1.2 keV Chandra,0.5-1.2 keV Chandra,95.4895104895105
0.2-0.5 keV Chandra,0.2-0.5 keV Chandra,96.15384615384616
0.5-7 keV Chandra,0.5-7 keV Chandra,96.78321678321679
csc_index,csc_index,100.0
catalog,catalog,100.0
class,class,100.0
cat_name,cat_name,100.0
var_flag,var_flag,100.0
gal_l2,gal_l2,100.0
pileup_flag,pileup_flag,100.0
ra,ra,100.0
dec,dec,100.0
gal_b2,gal_b2,100.0
index,index,100.0
streak_src_flag,streak_src_flag,100.0
name,name,100.0
